uid,dateTime,account,type,symbol,contract,change,new balance,new average entry price,trade price,mark price,funding rate,realized pnl,fee,realized funding,collateral,conversion spread percentage,liquidation fee,position uid
dbf0c151-6e80-4196-855a-6afb93305c82,2026-01-11 20:24:14,flex,futures trade,pf_xbtusd,pf_xbtusd,-0.00010000000,0.09290000000,90144.20192307692307692307,90417.00000000000000000000,90422.68476439845000000000,,,,,,,,
5df2dd1b-0e10-4610-8dc0-0d99558b3a8c,2026-01-11 20:24:14,flex,futures trade,usd,pf_xbtusd,2.50282083206,1582.67180761238,,90420.00000000000000000000,90422.68476439845000000000,0.800926772566750000,3.03377884615,0.49731000000,-0.03364801409,,,,
2e9f872a-0329-4481-90fc-a355b7ddf213,2026-01-11 20:24:14,flex,futures trade,pf_xbtusd,pf_xbtusd,-0.01100000000,0.09300000000,90144.20192307692307692307,90420.00000000000000000000,90422.68476439845000000000,,,,,,,,
8b043caf-2a9e-44e3-ab4d-4dc160c86ab7,2026-01-11 20:24:03,flex,futures trade,usd,pf_solusd,5.75080141213,1580.16898678032,,137.97000000000000000000,137.98983088648000000000,-0.000431428805750000,5.92878271213,0.17798130000,0.00000000000,,,,
d0289200-4d93-47e4-9918-27b4a9b32564,2026-01-11 20:24:03,flex,futures trade,pf_solusd,pf_solusd,-2.58000000000,0.00000000000,135.67202220459952418715,137.97000000000000000000,137.98983088648000000000,,,,,,,,
fc270248-c471-4cef-96f9-3157b24a20f6,2026-01-11 20:24:03,flex,futures trade,usd,pf_solusd,21.19772148426,1574.41818536819,,137.97000000000000000000,137.98983088648000000000,-0.000431428805750000,21.85376883426,0.65604735000,0.00000000000,,,,
da89a33b-d24d-4049-9365-66b91af13d36,2026-01-11 20:24:03,flex,futures trade,pf_solusd,pf_solusd,-9.51000000000,2.58000000000,135.67202220459952418715,137.97000000000000000000,137.98983088648000000000,,,,,,,,
b83651fb-aaec-4e2b-8c78-2ee74d904714,2026-01-11 20:24:03,flex,futures trade,usd,pf_solusd,51.77950263715,1553.22046388393,,137.97000000000000000000,137.98983088648000000000,-0.000431428805750000,53.38202418715,1.60252155000,0.00000000000,,,,
031d7479-5598-43dc-98d7-5f0a6cb43079,2026-01-11 20:24:03,flex,futures trade,pf_solusd,pf_solusd,-23.23000000000,12.09000000000,135.67202220459952418715,137.97000000000000000000,137.98983088648000000000,,,,,,,,
0831cece-3241-4516-9057-5629b312b957,2026-01-11 20:24:03,flex,futures trade,usd,pf_solusd,8.91597118160,1501.44096124678,,137.97000000000000000000,137.98983088648000000000,-0.000431428805750000,9.19191118160,0.27594000000,0.00000000000,,,,
46387e10-390f-4e28-88ce-b5ad1a27935b,2026-01-11 20:24:03,flex,futures trade,pf_solusd,pf_solusd,-4.00000000000,35.32000000000,135.67202220459952418715,137.97000000000000000000,137.98983088648000000000,,,,,,,,
af6abccb-2d27-46ce-977c-a55eb1c9b86f,2026-01-11 20:24:03,flex,futures trade,usd,pf_solusd,0.04477975591,1492.52499006518,,137.98000000000000000000,137.98983088648000000000,-0.000431428805750000,0.04615955591,0.00137980000,0.00000000000,,,,
070f3dbc-0b38-4c35-88df-2d73ab28c1a1,2026-01-11 20:24:03,flex,futures trade,pf_solusd,pf_solusd,-0.02000000000,39.32000000000,135.67202220459952418715,137.98000000000000000000,137.98983088648000000000,,,,,,,,
4b8fb4d1-7530-4db4-9493-59eef825060e,2026-01-11 20:24:03,flex,futures trade,usd,pf_solusd,18.20297077661,1492.48021030927,,137.98000000000000000000,137.98983088648000000000,-0.000431428805750000,18.76385947661,0.56088870000,0.00000000000,,,,
1524d8ec-9edb-471e-bcd6-ac95096a0798,2026-01-11 20:24:03,flex,futures trade,pf_solusd,pf_solusd,-8.13000000000,39.34000000000,135.67202220459952418715,137.98000000000000000000,137.98983088648000000000,,,,,,,,
a8c1e3d6-b812-4ead-82a8-4fcf2a0be5d0,2026-01-11 20:24:03,flex,futures trade,usd,pf_solusd,6.68820405895,1474.27723953266,,137.99000000000000000000,137.98983088648000000000,-0.000431428805750000,6.88439405234,0.20491515000,0.00872515661,,,,
ef9b751e-f9e4-458d-8876-310333b7caf9,2026-01-11 20:24:03,flex,futures trade,pf_solusd,pf_solusd,-2.97000000000,47.47000000000,135.67202220459952418715,137.99000000000000000000,137.98983088648000000000,,,,,,,,
a61bb6f9-e323-4ad9-902c-7eef67c86608,2026-01-11 20:00:00,flex,funding rate change,usd,pf_xbtusd,-0.09555350308,1467.58903547371,,,,0.918783683496470891,,,-0.09555350308,,,,
04c4e21c-bf43-433c-af7e-27b63b308c8b,2026-01-11 20:00:00,flex,funding rate change,usd,pf_solusd,-0.06717525431,1467.68458897679,,,,0.001331785374876713,,,-0.06717525431,,,,
870af69f-fbae-4c4f-9e14-c3be5465ac5c,2026-01-11 19:00:00,flex,funding rate change,usd,pf_xbtusd,-0.10069210110,1467.75176423110,,,,0.968193279831270190,,,-0.10069210110,,,,
112a2bf8-114f-42ac-96ae-452e5b1b6c00,2026-01-11 19:00:00,flex,funding rate change,usd,pf_solusd,-0.16454851040,1467.85245633220,,,,0.003262262299722238,,,-0.16454851040,,,,
b2117500-c1de-4081-a353-af8c38e45be0,2026-01-11 18:00:00,flex,funding rate change,usd,pf_xbtusd,-0.10775626183,1468.01700484260,,,,1.036117902209540404,,,-0.10775626183,,,,
e22ee57a-2a00-4e71-89cd-ab3cd7cb58de,2026-01-11 18:00:00,flex,funding rate change,usd,pf_solusd,-0.07842369176,1468.12476110443,,,,0.001554791668462562,,,-0.07842369176,,,,
39676da2-8cb9-4b58-b895-acc9c78fd922,2026-01-11 17:00:00,flex,funding rate change,usd,pf_xbtusd,-0.06185791189,1468.20318479619,,,,0.594787614347250000,,,-0.06185791189,,,,
aa0a05a4-58f2-4558-8e91-b5d29cbc3d9a,2026-01-11 17:00:00,flex,funding rate change,usd,pf_solusd,-0.06743925168,1468.26504270808,,,,0.001337019264000000,,,-0.06743925168,,,,
97b7b816-b59d-4358-8ed1-17b74c125b0f,2026-01-11 16:00:00,flex,funding rate change,usd,pf_xbtusd,-0.09264905119,1468.33248195976,,,,0.890856261438165446,,,-0.09264905119,,,,
52eff385-f92f-4735-9709-589be354be62,2026-01-11 16:00:00,flex,funding rate change,usd,pf_solusd,-0.04788817601,1468.42513101095,,,,0.000949408723417392,,,-0.04788817601,,,,
72bfbb52-956e-46a0-92ce-f59ff5bfa3ec,2026-01-11 15:00:00,flex,funding rate change,usd,pf_xbtusd,-0.06928585313,1468.47301918696,,,,0.666210126224299281,,,-0.06928585313,,,,
9b93c4cc-7257-40d1-ae4f-e56e79e93bcb,2026-01-11 15:00:00,flex,funding rate change,usd,pf_solusd,0.06403328491,1468.54230504009,,,,-0.001269494149757700,,,0.06403328491,,,,
40003a98-a95d-4c99-a0b7-768e6dd92013,2026-01-11 14:00:00,flex,funding rate change,usd,pf_xbtusd,-0.05966360193,1468.47827175518,,,,0.573688480052507597,,,-0.05966360193,,,,
e6ffdefd-501a-4582-87db-65894d2529a2,2026-01-11 14:00:00,flex,funding rate change,usd,pf_solusd,-0.06351510121,1468.53793535711,,,,0.001259220880508967,,,-0.06351510121,,,,
2cdf6dfa-46dc-4622-8587-9a9243771477,2026-01-11 13:00:00,flex,funding rate change,usd,pf_xbtusd,-0.04095302031,1468.60145045832,,,,0.393779041427299622,,,-0.04095302031,,,,
1a092257-d9f7-4ec5-89e9-bd3fe07c2614,2026-01-11 13:00:00,flex,funding rate change,usd,pf_solusd,-0.12085279478,1468.64240347863,,,,0.002395971347645685,,,-0.12085279478,,,,
ddc636ef-3978-40b2-b0c0-8a83ad90b347,2026-01-11 12:00:00,flex,funding rate change,usd,pf_xbtusd,-0.04338356157,1468.76325627341,,,,0.417149630459293062,,,-0.04338356157,,,,
b4b17bd2-ffc4-4265-a0af-c68b943c4267,2026-01-11 12:00:00,flex,funding rate change,usd,pf_solusd,-0.03304942715,1468.80663983498,,,,0.000655222584250000,,,-0.03304942715,,,,
e2e7b132-1fe4-4d28-9f00-4d9a0d841a5f,2026-01-11 11:00:00,flex,funding rate change,usd,pf_solusd,-0.06006400286,1468.83968926213,,,,0.001190801008358596,,,-0.06006400286,,,,
7ef7ddf4-29ef-4393-938e-cd8728fc3a25,2026-01-11 11:00:00,flex,funding rate change,usd,pf_xbtusd,-0.05859917630,1468.89975326499,,,,0.563453618268424308,,,-0.05859917630,,,,
f15652d9-78cc-49b4-b9b6-2c0c50f638f4,2026-01-11 10:00:00,flex,funding rate change,usd,pf_solusd,-0.05873399681,1468.95835244129,,,,0.001164432926416621,,,-0.05873399681,,,,
378e4228-1758-4173-b6c4-db0890d72e28,2026-01-11 10:00:00,flex,funding rate change,usd,pf_xbtusd,-0.07352799892,1469.01708643810,,,,0.706999989591969779,,,-0.07352799892,,,,
8502ebef-87f3-4954-b8a7-6806fcaed359,2026-01-11 09:00:00,flex,funding rate change,usd,pf_solusd,-0.05452556924,1469.09061443702,,,,0.001080998597095495,,,-0.05452556924,,,,
475106a6-3e37-410a-9539-c1eccbbff05f,2026-01-11 09:00:00,flex,funding rate change,usd,pf_xbtusd,-0.07299417886,1469.14514000626,,,,0.701867104445922908,,,-0.07299417886,,,,
65d1341e-db3b-4bc8-8728-2a7eea5f4d46,2026-01-11 08:00:00,flex,funding rate change,usd,pf_solusd,-0.05650995734,1469.21813418512,,,,0.001120340153429475,,,-0.05650995734,,,,
80fd3908-0a28-45a3-9fe3-75350f040724,2026-01-11 08:00:00,flex,funding rate change,usd,pf_xbtusd,-0.07658607505,1469.27464414246,,,,0.736404567748492360,,,-0.07658607505,,,,
8955af78-6b22-4453-9f63-f20cf5bc85ad,2026-01-11 07:00:00,flex,funding rate change,usd,pf_solusd,-0.07390673358,1469.35123021751,,,,0.001465240554702237,,,-0.07390673358,,,,
06478429-6bfd-481a-9940-53fdf34b5f60,2026-01-11 07:00:00,flex,funding rate change,usd,pf_xbtusd,-0.13577124761,1469.42513695109,,,,1.305492765455257632,,,-0.13577124761,,,,
ddbeffb7-c032-4085-9fcb-ae4be6b83951,2026-01-11 06:00:00,flex,funding rate change,usd,pf_solusd,-0.07872339079,1469.56090819870,,,,0.001560733362207500,,,-0.07872339079,,,,
18ca1154-6136-4672-8f2d-59db4f1a7994,2026-01-11 06:00:00,flex,funding rate change,usd,pf_xbtusd,-0.12458013069,1469.63963158949,,,,1.197885872005863556,,,-0.12458013069,,,,
c70f7f5e-45e4-434e-823a-8778328446d1,2026-01-11 05:00:00,flex,funding rate change,usd,pf_solusd,-0.09766910162,1469.76421172018,,,,0.001936342220868919,,,-0.09766910162,,,,
6a1168ac-2e86-4ab7-8ec1-14933bfb17c3,2026-01-11 05:00:00,flex,funding rate change,usd,pf_xbtusd,-0.11375202209,1469.86188082180,,,,1.093769443206285419,,,-0.11375202209,,,,
eb539b22-a386-4168-bfd9-60a4efa78224,2026-01-11 04:00:00,flex,funding rate change,usd,pf_solusd,-0.09674934672,1469.97563284389,,,,0.001918107587546697,,,-0.09674934672,,,,
1e835e6f-ff50-486f-b02e-68b2be4f7622,2026-01-11 04:00:00,flex,funding rate change,usd,pf_xbtusd,-0.11536689182,1470.07238219061,,,,1.109297036745598634,,,-0.11536689182,,,,
5a8ffb59-b180-4360-ac54-0805a6ea5bf7,2026-01-11 03:00:00,flex,funding rate change,usd,pf_solusd,-0.03612934994,1470.18774908243,,,,0.000716283702293379,,,-0.03612934994,,,,
a1a050be-d750-4c19-81c5-4034482b7bc2,2026-01-11 03:00:00,flex,funding rate change,usd,pf_xbtusd,-0.11385770852,1470.22387843237,,,,1.094785658852776341,,,-0.11385770852,,,,
ced90fef-f89f-4137-bdfd-426ddf1ef597,2026-01-11 02:00:00,flex,funding rate change,usd,pf_solusd,-0.05295664568,1470.33773614089,,,,0.001049893847690571,,,-0.05295664568,,,,
6972e8e0-4735-4bdf-be2c-4d34b1536176,2026-01-11 02:00:00,flex,funding rate change,usd,pf_xbtusd,-0.10924641047,1470.39069278657,,,,1.050446254513434388,,,-0.10924641047,,,,
6bd66f52-d129-43a0-9c10-f8f75c784cfc,2026-01-11 01:00:00,flex,funding rate change,usd,pf_solusd,-0.10713464893,1470.49993919704,,,,0.002124001763072808,,,-0.10713464893,,,,
aabcb248-1c9b-4844-8c25-04a5a8ea1c7d,2026-01-11 01:00:00,flex,funding rate change,usd,pf_xbtusd,-0.10943730244,1470.60707384597,,,,1.052281754188442953,,,-0.10943730244,,,,
61c2f0d9-bd15-4620-96ea-2c9f195a082b,2026-01-11 00:00:00,flex,funding rate change,usd,pf_solusd,-0.05186511060,1470.71651114841,,,,0.001028253580445495,,,-0.05186511060,,,,
9ddc412d-0b08-4069-971c-411a5cc6af0a,2026-01-11 00:00:00,flex,funding rate change,usd,pf_xbtusd,-0.09298520086,1470.76837625901,,,,0.894088469769000000,,,-0.09298520086,,,,
e575ead0-fdd9-46aa-9ce1-c1e5abbe87ea,2026-01-10 23:00:00,flex,funding rate change,usd,pf_solusd,-0.04147801435,1470.86136145987,,,,0.000822323837167763,,,-0.04147801435,,,,
d44f124c-33e6-44e6-b6c1-2773f367118a,2026-01-10 23:00:00,flex,funding rate change,usd,pf_xbtusd,-0.09437814864,1470.90283947422,,,,0.907482198480237604,,,-0.09437814864,,,,
c949bfcc-6838-4af1-9649-2e507f4a453d,2026-01-10 22:00:00,flex,funding rate change,usd,pf_solusd,-0.05168619326,1470.99721762286,,,,0.001024706448412545,,,-0.05168619326,,,,
971c4ccf-9071-4393-9ded-d04a7c371e80,2026-01-10 22:00:00,flex,funding rate change,usd,pf_xbtusd,-0.10101841940,1471.04890381612,,,,0.971330955789979900,,,-0.10101841940,,,,
e6b8b5c5-5c0e-4bf3-9d3a-6b1c5b2e0fc9,2026-01-10 21:00:00,flex,funding rate change,usd,pf_solusd,-0.06996142214,1471.14992223552,,,,0.001387022643533288,,,-0.06996142214,,,,
7a021116-9b87-4ba7-9320-e9ac2821211b,2026-01-10 21:00:00,flex,funding rate change,usd,pf_xbtusd,-0.09610667862,1471.21988365766,,,,0.924102679019313220,,,-0.09610667862,,,,
29cd0fe3-6e0a-4943-84a2-09b7b39cc698,2026-01-10 20:00:00,flex,funding rate change,usd,pf_solusd,-0.01049773844,1471.31599033628,,,,0.000208123283997500,,,-0.01049773844,,,,
2eeb289a-530b-413f-afe1-c6090686b9af,2026-01-10 20:00:00,flex,funding rate change,usd,pf_xbtusd,-0.08397362013,1471.32648807472,,,,0.807438655121737569,,,-0.08397362013,,,,
643db981-9340-4d29-81fe-7d74055195e4,2026-01-10 19:00:00,flex,funding rate change,usd,pf_solusd,-0.00743055397,1471.41046169485,,,,0.000147314710002763,,,-0.00743055397,,,,
1ac1d510-7186-48c0-8434-c852b87e09a9,2026-01-10 19:00:00,flex,funding rate change,usd,pf_xbtusd,-0.08840483754,1471.41789224882,,,,0.850046514806232271,,,-0.08840483754,,,,
5c585a77-1ebb-4037-9ee6-39e04ad8d1c1,2026-01-10 18:00:00,flex,funding rate change,usd,pf_solusd,-0.04699803302,1471.50629708636,,,,0.000931761162188919,,,-0.04699803302,,,,
58765dae-1582-43d0-a972-d04d02eeccce,2026-01-10 18:00:00,flex,funding rate change,usd,pf_xbtusd,-0.10109541062,1471.55329511938,,,,0.972071255943253827,,,-0.10109541062,,,,
c31ed844-e374-49ed-b110-cb2c49f021b1,2026-01-10 17:00:00,flex,funding rate change,usd,pf_solusd,-0.06773631237,1471.65439053000,,,,0.001342908651221449,,,-0.06773631237,,,,
1d47d1b3-dabb-4663-a397-9eace2aa3d15,2026-01-10 17:00:00,flex,funding rate change,usd,pf_xbtusd,-0.08618022698,1471.72212684237,,,,0.828656028663234684,,,-0.08618022698,,,,
2df924fa-d252-4f13-b3e7-4c7fc1dc8abc,2026-01-10 16:00:00,flex,funding rate change,usd,pf_solusd,-0.03214900454,1471.80830706935,,,,0.000637371224011884,,,-0.03214900454,,,,
1f9d1eaf-f413-4dea-8112-e817ce56940b,2026-01-10 16:00:00,flex,funding rate change,usd,pf_xbtusd,-0.08355507456,1471.84045607389,,,,0.803414178467500000,,,-0.08355507456,,,,
4d76d945-4e3c-49f7-804e-fb621a8ede75,2026-01-10 15:00:00,flex,funding rate change,usd,pf_solusd,-0.04360545307,1471.92401114845,,,,0.000864501448623581,,,-0.04360545307,,,,
f41f9593-42f4-4826-bfea-37be8faa6795,2026-01-10 15:00:00,flex,funding rate change,usd,pf_xbtusd,-0.09914377011,1471.96761660152,,,,0.953305481818614940,,,-0.09914377011,,,,
5c5a3410-518b-47d0-8d10-44327ff5b88a,2026-01-10 14:00:00,flex,funding rate change,usd,pf_solusd,-0.07287660366,1472.06676037163,,,,0.001444817677731205,,,-0.07287660366,,,,
655abe4b-c20c-403b-9897-a3e66c4eb0e4,2026-01-10 14:00:00,flex,funding rate change,usd,pf_xbtusd,-0.12371538106,1472.13963697529,,,,1.189570971737293062,,,-0.12371538106,,,,
ae26594f-d22f-4c35-b4d9-7d98ccc72ddf,2026-01-10 13:00:00,flex,funding rate change,usd,pf_solusd,-0.07491726906,1472.26335235635,,,,0.001485274961466697,,,-0.07491726906,,,,
d0d5005a-32ee-429e-a8ba-e68ec4d765bd,2026-01-10 13:00:00,flex,funding rate change,usd,pf_xbtusd,-0.14096314314,1472.33826962541,,,,1.355414837847750000,,,-0.14096314314,,,,
1503f227-422c-429d-9eb2-573d492acedc,2026-01-10 12:00:00,flex,funding rate change,usd,pf_solusd,-0.07441383215,1472.47923276855,,,,0.001475294055250000,,,-0.07441383215,,,,
e4c6a88f-56e1-424f-ad82-7b257f9bc5bc,2026-01-10 12:00:00,flex,funding rate change,usd,pf_xbtusd,-0.14329294594,1472.55364660070,,,,1.377816787874363565,,,-0.14329294594,,,,
8725232d-3509-4c03-9d63-c7349c72021d,2026-01-10 11:00:00,flex,funding rate change,usd,pf_solusd,-0.05808471839,1472.69693954664,,,,0.001151560634196295,,,-0.05808471839,,,,
715c6e76-fe14-4689-b91e-9e34fdbca1c3,2026-01-10 11:00:00,flex,funding rate change,usd,pf_xbtusd,-0.12376266621,1472.75502426503,,,,1.190025636665219789,,,-0.12376266621,,,,
4210d492-194d-4310-83d0-5f9dc892daf9,2026-01-10 10:00:00,flex,funding rate change,usd,pf_solusd,-0.04539290662,1472.87878693124,,,,0.000899938672134662,,,-0.04539290662,,,,
fabe5818-fc23-422a-a634-8beb4cffa9f8,2026-01-10 10:00:00,flex,funding rate change,usd,pf_xbtusd,-0.10766739322,1472.92417983786,,,,1.035263396359469821,,,-0.10766739322,,,,
544098b6-559d-45ab-8502-2a9d92be15cc,2026-01-10 09:00:00,flex,funding rate change,usd,pf_solusd,-0.04782144215,1473.03184723108,,,,0.000948085689024384,,,-0.04782144215,,,,
78b519f5-0c44-4c05-b956-094ec6c0a595,2026-01-10 09:00:00,flex,funding rate change,usd,pf_xbtusd,-0.13542037965,1473.07966867323,,,,1.302119035074000000,,,-0.13542037965,,,,
68be7ffd-2d63-4cab-a820-0524fd9538fe,2026-01-10 08:00:00,flex,funding rate change,usd,pf_solusd,-0.05921166472,1473.21508905288,,,,0.001173902948372838,,,-0.05921166472,,,,
47766bb3-783f-4044-beb0-392dcd90e406,2026-01-10 08:00:00,flex,funding rate change,usd,pf_xbtusd,-0.13992036525,1473.27430071760,,,,1.345388127397989957,,,-0.13992036525,,,,
be6376a0-8d3c-4971-8589-a2b2a79febd2,2026-01-10 07:00:00,flex,funding rate change,usd,pf_solusd,-0.07465203575,1473.41422108285,,,,0.001480016569104970,,,-0.07465203575,,,,
4a95aace-af73-43fc-bec2-4175a3ba52f6,2026-01-10 07:00:00,flex,funding rate change,usd,pf_xbtusd,-0.13412118808,1473.48887311860,,,,1.289626808462202117,,,-0.13412118808,,,,
a9f71ee2-78c9-4c53-a563-9fac97fc1e2a,2026-01-10 06:00:00,flex,funding rate change,usd,pf_solusd,-0.04715265350,1473.62299430668,,,,0.000934826595989629,,,-0.04715265350,,,,
a523e09e-936f-42f0-ba3f-a56bbb340222,2026-01-10 06:00:00,flex,funding rate change,usd,pf_xbtusd,-0.12440453663,1473.67014696018,,,,1.196197467558001518,,,-0.12440453663,,,,
8acea256-1026-4e5e-b999-249d924dcd58,2026-01-10 05:00:00,flex,funding rate change,usd,pf_solusd,-0.07913068029,1473.79455149681,,,,0.001568808094562470,,,-0.07913068029,,,,
12354213-29e0-4462-a16a-1356fcdda98f,2026-01-10 05:00:00,flex,funding rate change,usd,pf_xbtusd,-0.12988342736,1473.87368217710,,,,1.248879109199631224,,,-0.12988342736,,,,
ef81b2ef-cdd2-496f-8f27-d40585b94193,2026-01-10 04:00:00,flex,funding rate change,usd,pf_solusd,-0.07367701441,1474.00356560446,,,,0.001460686249244429,,,-0.07367701441,,,,
9dca015f-f3f2-4bea-a6f9-e88827c15988,2026-01-10 04:00:00,flex,funding rate change,usd,pf_xbtusd,-0.13439472833,1474.07724261887,,,,1.292257003181181971,,,-0.13439472833,,,,
3e07ec71-2dab-45ef-86a7-3f2917254aec,2026-01-10 03:00:00,flex,funding rate change,usd,pf_solusd,-0.07700034210,1474.21163734720,,,,0.001526572999619414,,,-0.07700034210,,,,
033ae7e8-d1dc-41fa-b640-2e743986ff1a,2026-01-10 03:00:00,flex,funding rate change,usd,pf_xbtusd,-0.14569935223,1474.28863768930,,,,1.400955309945084750,,,-0.14569935223,,,,
